TILEMAP
26 20							-- Size of tile map in tiles
24 24							-- Tile size & block size
images/blocksBaba.png					-- Tilesheet
4 5								-- Number of tiles in tilesheet
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,
0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,
0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,16,0,0,0,0,3,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,
0,0,0,0,0,7,0,0,0,3,3,3,3,3,0,0,0,0,0,0,3,0,0,7,0,0,
0,7,0,0,0,0,0,0,0,3,7,7,7,7,0,0,0,0,10,0,3,0,0,0,0,0,
0,0,7,0,0,0,0,0,0,3,7,12,7,7,0,0,0,0,0,0,3,0,0,0,0,0,
0,0,0,0,0,7,0,0,0,3,7,7,7,7,0,0,0,0,0,0,3,0,7,0,0,0,
0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,13,0,0,0,0,3,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,16,0,0,4,0,3,0,0,0,0,7,
0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,9,0,0,0,0,3,0,0,0,0,0,
0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,0,7,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
